town,tornado_EF,tornado_start_lat,tornado_end_lat,tornado_start_long,tornado_end_long,latitude,longitude,archetype,located_in_historic_district,occupany_u,number_stories,year_built_u,building_area_m2,building_urban_setting,building_position_on_street,buidling_height_m,first_floor_elevation_m,front_elevation_orientation,wall_length_side,wall_length_front,wall_thickness,roof_shape_u,roof_slope_u,construction_type_u,mwfrs_u_wall,mwfrs_u_roof,mwfrs_u_moment_frame,masonry_leaves,structural_wall_system_u,foundation_type_u,wall_anchorage_type_u,wall_substrate_u,wall_cladding_u,soffit_type_u,soffit_present_u,wall_fenesteration_per_front,wall_fenesteration_per_back,wall_fenesteration_per_right,wall_fenesteration_per_left,wall_fenestration_per_n,wall_fenestration_per_s,wall_fenestration_per_e,wall_fenestration_per_w,wall_fenesteration_protection_front,wall_fenesteration_protection_back,wall_fenesteration_protection_right,wall_fenesteration_protection_left,fenestration_protection_type_front,fenestration_protection_type_back,fenestration_protection_type_right,fenestration_protection_type_left,large_door_present_front,large_door_present_back,large_door_present_right,large_door_present_left,door_present_n,door_present_s,door_present_e,door_present_w,roof_system_u,r2wall_attachment_u,roof_substrate_type_u,roof_cover_u,repla,overhang_length_u,parapet_height_m,retrofit_year_u,retrofit_present_u,retrofit_type_u,hazards_present_u,foundation_failure_u,foundatio_failure_per_u,risk_category_16,building_low_rise,r2wall_attachment_o,foundation_failure_o,national_register_listing_year,buidling_use_before_tornado,buidling_use_after_tornado,buidling_use_plan_after_tornado,single_unit,multiple_unit,sub_national_heritage _list,property_of_local_significance,const_material_h_stone,const_material_h_brick,const_material_h_wood,const_material_h_mud,const_material_h_rf_masonry,const_material_h_rglr_stone,const_material_h_rf_conc,const_material_h_ir_stone,const_material_h_othr,const_material_v_stone,const_material_v_brick,const_material_v_wood,const_material_v_mud,const_material_v_rf_masonry,const_material_v_rglr_stone,const_material_v_rf_conc,const_material_v_ir_stone,const_material_v_othr,parking / storage facility,owner_individual,owner_business,owner_government,owner_ngo,owner_religious ,owner_unknown,building_in_use_during_tornado,building_use_during_tornado
Danville,subEF,37.65,37.68,-84.79,-84.74,37.645886,-84.777628,13.0,no,religious,1.0,1832.0,2300.0,isolated,recessed,8.5,7.5,n,69.0,19.5,un,gable,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,double_leaf,solid_brick_wythe,stone,un,un,brick,not_applicable,no,10.0,20.0,15.0,10.0,10.0,20.0,10.0,15.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,asphalt,3,0,0,"1853, 1880",yes,building_addition,wind,0.0,0.0,2,yes,un,16.666666666666668,1986,religious,religious,religious,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,yes,religious
Danville,subEF,37.65,37.68,-84.79,-84.74,37.643456,-84.774039,19.0,no,business,2.0,1852.0,362.0,isolated,recessed,7.4,3.0,w,24.0,17.5,un,gable,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,stone,un,un,brick,not_applicable,no,25.0,10.0,5.0,20.0,20.0,5.0,10.0,25.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,asphalt,3,0.33,0,un,yes,building_addition,wind,0.0,0.0,2,yes,un,16.666666666666668,1973,business,business,business,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,yes,business
Danville,subEF,37.65,37.68,-84.79,-84.74,37.645617,-84.773336,13.0,no,religious,2.0,1830.0,605.0,isolated,recessed,11.7,6.4,n,42.5,12.0,un,gable,45.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,double_leaf,solid_brick_wythe,un,un,un,brick,not_applicable,no,20.0,30.0,15.0,15.0,20.0,30.0,15.0,15.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,asphalt,3,0.15,0,1860,yes,building_addition,wind,0.0,0.0,2,yes,un,16.666666666666668,1977,religious,religious,religious,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,yes,religious
Danville,subEF,37.65,37.68,-84.79,-84.74,37.646372,-84.773372,14.0,no,business,2.0,1862.0,1375.0,isolated,recessed,12.7,4.2,s,55.0,44.0,un,complex,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,double_leaf,solid_brick_wythe,un,un,un,brick,un,yes,15.0,10.0,20.0,15.0,10.0,15.0,20.0,15.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,asphalt,3,0.4,0,1899,yes,building_addition,wind,0.0,0.0,3,yes,un,16.666666666666668,1973,business,business,business,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,yes,business
Danville,subEF,37.65,37.68,-84.79,-84.74,37.641689,-84.760836,19.0,no,residential,2.5,1781.0,470.0,isolated,recessed,6.8,3.5,w,29.5,25.0,0.6,gable,45.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,double_leaf,masonry_block_unreinforced,stone,un,un,stone_ot,not_applicable,no,40.0,20.0,5.0,5.0,5.0,5.0,20.0,40.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,asphalt,2,0.15,0,un,yes,building_addition,wind,0.0,0.0,2,yes,un,16.666666666666668,1983,residential,residential,residential,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,yes,residential
Danville,subEF,37.65,37.68,-84.79,-84.74,37.642156,-84.771603,19.0,no,educational,4.0,1855.0,765.0,isolated,recessed,14.8,3.2,e,21.5,35.5,un,hip,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,un,un,un,brick,wood,yes,35.0,35.0,10.0,10.0,10.0,10.0,35.0,35.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,metal_un,2,1,0,un,no,un,wind,0.0,0.0,3,yes,un,16.666666666666668,1966,educational,educational,educational,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,yes,educational
Danville,subEF,37.65,37.68,-84.79,-84.74,37.645089,-84.771072,19.0,no,museum,2.0,1786.0,343.0,isolated,right_on_street,8.5,3.0,e,20.0,26.0,un,gable,45.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,stone,un,un,weatherboard,un,yes,25.0,50.0,10.0,10.0,10.0,10.0,25.0,50.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,asphalt,3,0.15,0,"1800, 1802",yes,building_addition,wind,0.0,0.0,2,yes,un,16.666666666666668,1966,museum,museum,museum,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,yes,museum
Danville,subEF,37.65,37.68,-84.79,-84.74,37.643761,-84.770842,13.0,no,religious,2.0,1908.0,244.0,isolated,right_on_street,9.5,5.0,w,17.0,14.5,0.4,gable,45.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,masonry_block_unreinforced,stone,un,not_applicable,not_applicable,un,yes,5.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,asphalt,3,0.15,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,2013,religious,religious,religious,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,yes,religious
Danville,subEF,37.65,37.68,-84.79,-84.74,37.644203,-84.768889,6.0,no,religious,1.0,1882.0,660.0,isolated,right_on_street,8.0,6.0,n,48.0,14.0,un,gable,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,stone,un,un,brick,wood,yes,10.0,2.5,20.0,20.0,10.0,2.5,20.0,20.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,asphalt,3,0,0,"1908, 1940, 1990",yes,building_addition,wind,0.0,0.0,2,yes,un,16.666666666666668,2013,religious,religious,religious,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,yes,religious
Danville,subEF,37.65,37.68,-84.79,-84.74,37.641211,-84.763875,19.0,no,residential,2.0,1936.0,1826.0,isolated,recessed,10.0,5.0,e,61.0,25.0,un,flat,0.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,concrete_un,un,un,brick,not_applicable,no,40.0,19.49742268041237,80.0,20.0,80.0,20.0,40.0,18.67234042553191,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,un,1,0,0,un,no,un,wind,0.0,0.0,3,yes,un,16.666666666666668,2014,residential,residential,residential,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,yes,residential
Danville,subEF,37.65,37.68,-84.79,-84.74,37.651339,-84.758944,5.0,no,residential,2.0,1850.0,272.0,isolated,recessed,7.0,2.7,w,21.5,17.0,un,gable,60.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,un,un,un,weatherboard,wood,yes,15.0,19.49742268041237,20.0,15.564935064935066,22.19406392694064,20.0,18.54185022026432,15.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,un,dimensional_lumber,asphalt,2,0.3,0,un,no,un,wind,0.0,0.0,2,yes,un,15.0,1986,residential,residential,residential,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Danville,subEF,37.65,37.68,-84.79,-84.74,37.6387,-84.745958,19.0,no,not in use,2.0,1783.0,160.0,isolated,recessed,7.0,2.7,n,9.0,19.5,un,gable,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,masonry_block_unreinforced,stone,un,un,stone_ot,wood,yes,30.0,20.0,0.0,0.0,30.0,20.0,0.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,un,1,0.15,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1983,not in use,not in use,not in use,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,no,not in use
Danville,subEF,37.65,37.68,-84.79,-84.74,37.673031,-84.767603,19.0,no,residential,2.0,1826.0,223.0,isolated,recessed,7.4,2.8,e,17.0,16.0,un,gable,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,stone,un,un,brick,un,yes,35.0,10.0,5.0,15.564935064935066,5.0,21.286956521739132,35.0,10.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,asphalt,3,0.3,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1997,residential,residential,residential,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Danville,subEF,37.65,37.68,-84.79,-84.74,37.679222,-84.754603,5.0,no,residential,1.5,1790.0,343.0,isolated,recessed,4.9,2.4,n,14.0,22.0,un,gable,30.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,single_leaf,wood_frame,stone,un,un,vinyl_panel,not_applicable,no,25.0,10.0,3.0,7.0,25.0,10.0,7.0,3.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,OT,3,0,0,1840,yes,building_addition,wind,0.0,0.0,2,yes,un,16.666666666666668,1998,residential,residential,residential,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,yes,residential
Danville,subEF,37.65,37.68,-84.79,-84.74,37.695719,-84.751908,6.0,no,unknown,1.0,1800.0,146.0,isolated,recessed,4.2,2.8,w,9.5,16.5,un,gable,45.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,masonry_block_unreinforced,stone,un,un,stone_ot,wood,yes,40.0,7.0,0.0,10.0,10.0,0.0,7.0,40.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,asphalt,2,0,0,un,yes,building_addition,wind,0.0,0.0,1,yes,un,16.666666666666668,1983,unknown,unknown,unknown,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,yes,unknown
Danville,subEF,37.65,37.68,-84.79,-84.74,37.669258,-84.729725,6.0,no,residential,1.0,1815.0,364.0,isolated,recessed,6.4,3.5,s,13.0,30.0,un,hip,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,stone,un,un,brick,not_applicable,no,20.0,19.49742268041237,15.0,15.0,22.19406392694064,20.0,15.0,15.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,asphalt,3,0.33,0,un,no,un,wind,0.0,0.0,2,yes,toe_nails,10.0,1989,residential,residential,residential,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Danville,subEF,37.65,37.68,-84.79,-84.74,37.664322,-84.724853,6.0,no,residential,1.5,1800.0,191.0,isolated,recessed,6.4,3.0,w,14.5,19.0,un,gable,45.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,masonry_block_unreinforced,stone,un,un,stone_ot,not_applicable,no,25.0,19.49742268041237,5.0,15.564935064935066,22.19406392694064,5.0,18.54185022026432,25.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,asphalt,3,0.2,0,un,yes,building_addition,wind,0.0,0.0,2,yes,un,25.0,1983,residential,residential,residential,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,yes,residential
Lancaster,subEF,37.68,37.71,-84.69,-84.66,37.721811,-84.669811,19.0,no,residential,2.0,1800.0,131.0,isolated,recessed,5.3,2.8,s,13.5,10.0,un,gable,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,masonry_block_unreinforced,stone,un,un,stone_ot,un,yes,20.0,70.0,15.0,15.0,70.0,20.0,15.0,15.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,asphalt,3,0.33,0,un,yes,building_addition,wind,0.0,0.0,2,yes,un,16.666666666666668,1983,residential,residential,residential,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,yes,residential
Lancaster,subEF,37.68,37.71,-84.69,-84.66,37.726978,-84.666031,5.0,no,residential,2.0,1880.0,200.0,isolated,recessed,7.4,2.8,n,12.0,18.5,un,gable,45.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,stone,un,un,weatherboard,not_applicable,no,20.0,25.0,10.0,10.0,20.0,25.0,10.0,10.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,slate,2,0,0,un,un,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1985,residential,residential,residential,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Lancaster,subEF,37.68,37.71,-84.69,-84.66,37.713442,-84.650422,13.0,no,religious,1.0,1922.0,655.0,isolated,recessed,10.0,6.0,e,20.5,41.0,un,gable,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,stone,un,un,brick,not_applicable,no,10.0,5.0,30.0,30.0,30.0,30.0,10.0,5.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,standing_seam_metal,3,0.5,0,2004,yes,building_addition,wind,0.0,0.0,2,yes,un,16.666666666666668,1985,religious,religious,religious,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,yes,religious
Lancaster,subEF,37.68,37.71,-84.69,-84.66,37.713522,-84.649697,19.0,no,unknown,2.0,1904.0,118.0,isolated,recessed,6.4,2.6,w,13.0,11.0,un,hip,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,un,un,un,brick,not_applicable,no,30.0,19.49742268041237,15.0,15.564935064935066,22.19406392694064,15.0,18.54185022026432,30.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,standing_seam_metal,3,0,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1985,unknown,unknown,unknown,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,un,unknown
Lancaster,subEF,37.68,37.71,-84.69,-84.66,37.694075,-84.66145,5.0,no,residential,2.0,1880.0,293.0,isolated,recessed,7.0,2.7,s,15.5,22.5,un,gable,30.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,un,un,un,weatherboard,wood,yes,15.0,19.49742268041237,15.592827004219409,15.0,22.19406392694064,15.0,18.54185022026432,15.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,un,1,0.33,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1985,residential,residential,residential,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Junction City,subEF,37.58,37.58,-84.78,-84.77,37.587647,-84.797397,5.0,no,residential,2.0,1911.0,155.0,isolated,recessed,7.4,2.7,n,10.0,16.0,un,gable-hip_combo,30.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,un,un,un,un,vinyl,yes,10.0,5.0,10.0,10.0,10.0,5.0,10.0,10.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,un,un,asphalt,3,0.3,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1997,residential,residential,residential,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Junction City,subEF,37.58,37.58,-84.78,-84.77,37.586308,-84.794397,19.0,no,business,2.0,1939.0,146.0,row_end,right_on_street,6.4,2.8,n,12.0,12.0,un,flat,0.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,concrete_un,un,un,brick,not_applicable,no,30.0,19.49742268041237,25.0,15.564935064935066,30.0,21.286956521739132,18.54185022026432,25.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,yes,no,no,no,no,yes,un,un,un,asphalt,3,0,1,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1998,business,business,business,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,yes,business
Junction City,subEF,37.58,37.58,-84.78,-84.77,37.585444,-84.792514,6.0,no,residential,1.5,1930.0,210.0,isolated,recessed,5.8,2.7,n,19.5,11.0,un,hip,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,concrete_un,un,un,brick,vinyl,yes,30.0,19.49742268041237,15.0,15.0,30.0,21.286956521739132,15.0,15.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,corrugated_metal,2,0.33,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1997,residential,residential,residential,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Junction City,subEF,37.58,37.58,-84.78,-84.77,37.585533,-84.792769,6.0,no,residential,1.5,1930.0,173.0,isolated,recessed,5.8,2.7,n,14.5,12.0,un,hip,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,concrete_un,un,un,brick,vinyl,yes,30.0,19.49742268041237,10.0,10.0,30.0,21.286956521739132,10.0,10.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,asphalt,3,0.33,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1997,residential,residential,residential,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Junction City,subEF,37.58,37.58,-84.78,-84.77,37.58475,-84.791264,13.0,no,religious,1.0,1932.0,365.0,isolated,recessed,9.5,6.0,n,21.5,18.0,un,gable,45.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,concrete_un,un,un,brick,not_applicable,no,15.0,20.0,10.0,7.0,15.0,20.0,7.0,10.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,corrugated_metal,2,0,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1998,religious,religious,religious,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,yes,religious
Stanford,subEF,37.58,37.58,-84.78,-84.77,37.564403,-84.783925,19.0,no,residential,2.0,1906.0,284.0,isolated,recessed,8.4,3.0,e,23.0,16.5,un,hip,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,un,un,un,brick,un,yes,25.0,19.49742268041237,15.592827004219409,15.564935064935066,22.19406392694064,21.286956521739132,25.0,18.67234042553191,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,asphalt,2,0.33,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1976,residential,residential,residential,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Stanford,subEF,37.58,37.58,-84.78,-84.77,37.552939,-84.785325,19.0,no,residential,2.0,1836.0,500.0,isolated,recessed,8.5,3.3,w,29.0,22.0,un,gable,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,un,un,un,brick,un,yes,25.0,19.49742268041237,15.592827004219409,15.0,15.0,21.286956521739132,18.54185022026432,25.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,standing_seam_metal,2,0.33,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1976,residential,residential,residential,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,yes,residential
Danville,subEF,37.6,37.67,-84.73,-84.63,37.617144,-84.728875,4.0,no,residential,2.0,1890.0,200.0,isolated,recessed,6.4,2.7,w,16.0,15.0,un,hip,30.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,stone,un,un,weatherboard,wood,yes,15.0,19.49742268041237,10.0,10.0,10.0,10.0,18.54185022026432,15.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,metal_un,3,0.5,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1997,residential,residential,residential,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Danville,subEF,37.6,37.67,-84.73,-84.63,37.627889,-84.708831,6.0,no,residential,1.5,1794.0,268.0,isolated,recessed,5.3,3.0,e,19.0,15.0,un,gable,45.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,un,un,un,stucco,not_applicable,no,25.0,10.0,10.0,10.0,10.0,10.0,25.0,10.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,asphalt,3,0,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1978,residential,residential,residential,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Danville,subEF,37.6,37.67,-84.73,-84.63,37.647192,-84.691769,1.0,no,unknown,1.0,1886.0,100.0,isolated,recessed,6.8,3.5,e,11.5,7.5,un,gable,30.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,stone,un,un,weatherboard,wood,yes,15.0,5.0,30.0,30.0,30.0,30.0,15.0,5.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,asphalt,3,0.15,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1998,unknown,unknown,unknown,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,yes,unknown
Danville,subEF,37.6,37.67,-84.73,-84.63,37.634064,-84.686578,5.0,no,residential,2.0,1855.0,242.0,isolated,recessed,6.4,2.7,e,15.5,20.5,un,gable,45.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,stone,un,un,weatherboard,wood,yes,25.0,19.49742268041237,20.0,15.564935064935066,20.0,21.286956521739132,25.0,18.67234042553191,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,asphalt,3,0.33,0,un,no,un,wind,0.1234567901234567,1.5843621399176957,2,yes,un,16.666666666666668,1997,residential,residential,residential,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,reisdential
