town,tornado_EF,tornado_start_lat,tornado_end_lat,tornado_start_long,tornado_end_long,latitude,longitude,archetype,located_in_historic_district,occupany_u,number_stories,year_built_u,building_area_m2,building_urban_setting,building_position_on_street,buidling_height_m,first_floor_elevation_m,front_elevation_orientation,wall_length_side,wall_length_front,wall_thickness,roof_shape_u,roof_slope_u,construction_type_u,mwfrs_u_wall,mwfrs_u_roof,mwfrs_u_moment_frame,masonry_leaves,structural_wall_system_u,foundation_type_u,wall_anchorage_type_u,wall_substrate_u,wall_cladding_u,soffit_type_u,soffit_present_u,wall_fenesteration_per_front,wall_fenesteration_per_back,wall_fenesteration_per_right,wall_fenesteration_per_left,wall_fenestration_per_n,wall_fenestration_per_s,wall_fenestration_per_e,wall_fenestration_per_w,wall_fenesteration_protection_front,wall_fenesteration_protection_back,wall_fenesteration_protection_right,wall_fenesteration_protection_left,fenestration_protection_type_front,fenestration_protection_type_back,fenestration_protection_type_right,fenestration_protection_type_left,large_door_present_front,large_door_present_back,large_door_present_right,large_door_present_left,door_present_n,door_present_s,door_present_e,door_present_w,roof_system_u,r2wall_attachment_u,roof_substrate_type_u,roof_cover_u,repla,overhang_length_u,parapet_height_m,retrofit_year_u,retrofit_present_u,retrofit_type_u,hazards_present_u,foundation_failure_u,foundatio_failure_per_u,risk_category_16,building_low_rise,r2wall_attachment_o,foundation_failure_o,national_register_listing_year,buidling_use_before_tornado,buidling_use_after_tornado,buidling_use_plan_after_tornado,single_unit,multiple_unit,sub_national_heritage _list,property_of_local_significance,const_material_h_stone,const_material_h_brick,const_material_h_wood,const_material_h_mud,const_material_h_rf_masonry,const_material_h_rglr_stone,const_material_h_rf_conc,const_material_h_ir_stone,const_material_h_othr,const_material_v_stone,const_material_v_brick,const_material_v_wood,const_material_v_mud,const_material_v_rf_masonry,const_material_v_rglr_stone,const_material_v_rf_conc,const_material_v_ir_stone,const_material_v_othr,parking / storage facility,owner_individual,owner_business,owner_government,owner_ngo,owner_religious ,owner_unknown,building_in_use_during_tornado,building_use_during_tornado
Hartford,subEF,36.48,37.61,-89.14,-86.51,37.451642,-86.909256,6.0,yes,business,1.0,1930.0,140.0,isloated,right_on_street,6.0,4.0,w,23.5,6.0,un,flat,0.0,masonry_un,wall_diaphragm_masonry,un,un,single_leaf,solid_brick_wythe,masonry_un,un,wooden_un,brick_veneer,not_applicable,no,40.0,19.49742268041237,20.0,5.0,5.0,20.0,18.54185022026432,40.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,un,1,0,1,un,no,un,un,0.1234567901234567,1.5843621399176957,2,yes,un,16.666666666666668,1988,un,un,un,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,no,un
Hartford,subEF,36.48,37.61,-89.14,-86.51,37.451569,-86.909189,6.0,yes,business,1.0,1930.0,150.0,isolated,recessed,4.2,3.5,s,20.0,7.0,un,complex,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,yes,double_leaf,solid_brick_wythe,masonry_un,un,un,brick,not_applicable,no,90.0,0.0,60.0,5.0,0.0,90.0,60.0,5.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,yes,no,no,no,yes,no,wooden_un,un,un,un,1,0,0,1945,yes,building_addition,wind,0.0,0.0,2,yes,un,16.666666666666668,1988,business,business,business,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,yes,business
Hartford,subEF,36.48,37.61,-89.14,-86.51,37.451406,-86.908989,6.0,yes,business,1.0,1898.0,280.0,row_end,right_on_street,8.0,4.5,w,24.5,12.0,un,flat,0.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,yes,double_leaf,solid_brick_wythe,un,un,un,brick,not_applicable,no,40.0,0.0,0.0,5.0,5.0,0.0,0.0,40.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,un,1,0,1,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1988,business,business,business,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,yes,business
Hartford,subEF,36.48,37.61,-89.14,-86.51,37.451278,-86.908897,19.0,yes,business,2.0,1930.0,770.0,row_middle,right_on_street,8.5,3.5,w,35.0,30.0,un,flat,0.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,masonry_un,un,wooden_un,brick_veneer,not_applicable,no,30.0,10.0,0.0,20.0,20.0,0.0,10.0,30.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,yes,yes,no,no,no,un,un,un,un,1,0,1,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1988,business,business,business,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,yes,business
Hartford,subEF,36.48,37.61,-89.14,-86.51,37.451164,-86.908783,6.0,yes,business,1.0,1921.0,400.0,row_middle,right_on_street,5.0,3.5,w,30.0,13.0,un,flat,0.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,double_leaf,solid_brick_wythe,un,un,un,brick,un,un,80.0,20.0,0.0,0.0,0.0,0.0,20.0,80.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,yes,no,no,no,no,yes,no,un,un,un,metal_un,3,1.25,un,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1988,business,business,business,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,yes,business
Hartford,subEF,36.48,37.61,-89.14,-86.51,37.451083,-86.908714,19.0,yes,unknown,2.0,1890.0,230.0,row_middle,right_on_street,9.7,4.0,w,30.0,8.0,un,flat,0.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,double_leaf,solid_brick_wythe,un,un,un,"brick, stucco",not_applicable,no,25.0,40.0,3.0,5.0,5.0,3.0,40.0,25.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,yes,no,no,no,no,yes,no,un,un,un,un,1,0,1,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1988,unknown,unknown,unknown,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,yes,unknown
Hartford,subEF,36.48,37.61,-89.14,-86.51,37.451017,-86.908703,6.0,yes,business,1.0,1937.0,105.0,row_middle,right_on_street,5.3,3.5,w,18.0,6.0,un,flat,0.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,yes,double_leaf,solid_brick_wythe,concrete_un,un,un,brick,not_applicable,no,50.0,19.49742268041237,0.0,0.0,0.0,0.0,18.54185022026432,50.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,metal_un,2,0,1,1937,yes,building_addition,wind,0.0,0.0,2,yes,un,16.666666666666668,1988,business,business,business,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,yes,business
Hartford,subEF,36.48,37.61,-89.14,-86.51,37.450925,-86.908617,19.0,yes,business,2.0,1937.0,345.0,row_end,right_on_street,8.5,3.5,w,18.0,19.0,un,flat,0.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,concrete_un,un,wooden_un,brick_veneer,not_applicable,no,30.0,0.0,15.0,0.0,0.0,15.0,0.0,30.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,un,1,0,1,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1988,business,business,business,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,yes,business
Hartford,subEF,36.48,37.61,-89.14,-86.51,37.450686,-86.908017,14.0,yes,business,2.0,1943.0,690.0,isolated,recessed,11.5,4.5,w,30.0,22.0,un,flat,0.0,concrete_un,wall_diaphragm_masonry,un,no,double_leaf,masonry_block_unreinforced,concrete_un,un,un,stone_ot,not_applicable,no,30.0,30.0,40.0,40.0,40.0,40.0,30.0,30.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,metal_deck,metal_un,2,0,1,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1988,business,business,business,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,yes,business
Hartford,subEF,36.48,37.61,-89.14,-86.51,37.450836,-86.907467,19.0,yes,business,2.0,1868.0,215.0,isloated,recessed,8.5,4.0,w,18.0,12.0,0.3,gable,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,double_leaf,solid_brick_wythe,masonry_un,un,wooden_un,brick,wood,yes,20.0,30.0,30.0,30.0,30.0,30.0,30.0,20.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,un,dimensional_lumber,standing_seam_metal,3,0.5,0,un,yes,building_addition,wind,0.0,0.0,2,yes,un,16.666666666666668,1988,business,business,business,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,yes,business
Hartford,subEF,36.48,37.61,-89.14,-86.51,37.450222,-86.907586,19.0,yes,institutional,2.0,1935.0,415.0,isolated,right_on_street,7.3,3.0,n,28.0,14.0,un,flat,0.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,double_leaf,solid_brick_wythe,concrete_un,un,un,brick,not_applicable,no,25.0,5.0,5.0,3.0,25.0,5.0,3.0,5.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,un,1,0,1,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1988,institutional,institutional,institutional,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,yes,institutional
Hartford,subEF,36.48,37.61,-89.14,-86.51,37.450447,-86.907411,14.0,yes,"miscellaneous, mixed use",2.0,1936.0,475.0,isolated,right_on_street,11.6,4.0,n,30.0,17.0,un,flat,0.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,double_leaf,solid_brick_wythe,concrete_un,un,un,brick_veneer,not_applicable,no,30.0,5.0,5.0,2.0,30.0,5.0,2.0,5.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,un,1,0,1,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1988,"miscellaneous, mixed use","miscellaneous, mixed use","miscellaneous, mixed use",0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,yes,"miscellaneous, mixed use"
Flaherty,subEF,37.78,37.79,-86.14,-86.11,37.815935,-86.111714,19.0,no,residential,2.0,1830.0,270.0,isolated,recessed,8.5,3.5,s,15.0,22.0,un,gable,45.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,double_leaf,solid_brick_wythe,OT,un,un,brick,not_applicable,no,15.0,10.0,0.0,5.0,10.0,15.0,0.0,5.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,un,un,metal_un,3,0,0,un,un,un,wind,0.1234567901234567,1.5843621399176957,2,yes,un,16.666666666666668,1983,residential,unknown,unknown,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,un,unknown
High Grove,subEF,38.0,38.01,-85.5,-85.47,37.999081,-85.488553,1.0,no,not in use,1.0,1917.0,95.0,isloated,recessed,5.0,3.5,s,12.0,8.0,0.2,gable,30.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,stone,un,un,weatherboard,wood,yes,10.0,19.49742268041237,20.0,20.0,22.19406392694064,10.0,20.0,20.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,un,un,metal_un,3,0.15,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1994,not in use,not in use,not in use,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,yes,not in use
Newbern,subEF,36.12,36.81,-89.26,-87.23,36.11264,-89.26242,6.0,no,museum,1.0,1920.0,428.1,isolated,right_on_street,6.4,4.0,e,11.5,46.0,0.2,hip,45.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,concrete_un,un,un,brick,wood,yes,30.0,30.0,15.0,10.0,10.0,15.0,30.0,30.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,asphalt,3,0.35,0,1992,yes,building_addition,wind,0.0,0.0,2,yes,un,16.666666666666668,1993,museum,museum,museum,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,yes,museum
Dresden,subEF,36.12,36.81,-89.26,-87.23,36.28803,-88.70506,19.0,no,residential,2.5,1923.0,506.0,isolated,recessed,9.144,3.7,e,19.0,20.6,0.2,hip,45.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,double_leaf,solid_brick_wythe,concrete_un,un,wooden_un,stucco,wood,yes,40.0,40.0,20.0,20.0,20.0,20.0,40.0,40.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,asphalt,3,0.15,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1992,residential,residential,residential,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,yes,residential
LaFayette,subEF,36.12,36.81,-89.26,-87.23,36.65992,-87.65928,5.0,no,religious,2.0,1852.0,283.0,isolated,right_on_street,8.0,4.0,e,18.0,12.8,0.2,gable,30.0,wood_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,un,un,wooden_un,weatherboard,wood,yes,10.0,0.0,10.0,10.0,10.0,10.0,10.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,corrugated_metal,3,0,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1979,religious,religious,religious,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,yes,religious
Oak Grove,subEF,36.12,36.81,-89.26,-87.23,36.71947,-87.53194,5.0,no,residential,2.0,1847.0,422.7,isolated,recessed,8.5,3.5,e,12.2,23.6,un,gable,30.0,wood_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,concrete_un,un,un,aluminum,wood,yes,30.0,15.0,10.0,10.0,10.0,10.0,30.0,15.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,un,1,0.3,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1977,residential,residential,residential,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,yes,residential
Bowling Green,subEF,36.92,37.12,-86.62,-86.15,36.992778,-86.495556,5.0,no,residential,2.0,1885.0,275.4,isolated,recessed,8.0,3.0,e,12.2,17.4,0.2,gable,45.0,wood_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,stone,un,wooden_panels,weatherboard,wood,yes,35.0,35.0,15.0,15.0,15.0,15.0,35.0,35.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,asphalt,3,0.3,0,1885,yes,building_addition,wind,0.0,0.0,2,yes,un,16.666666666666668,1983,residential,residential,residential,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,yes,residential
Bowling Green,subEF,36.92,37.12,-86.62,-86.15,36.988856,-86.46915,8.0,no,utilities,1.5,1947.0,1265.0,isolated,recessed,5.5,4.0,n,63.0,20.0,0.45,hip,30.0,rf_masonry,wall_diaphragm_masonry,roof_diaphragm_metal,un,single_leaf,masonry_block_unreinforced,slab_on_grade,un,not_applicable,not_applicable,not_applicable,no,40.0,5.0,10.0,30.0,40.0,5.0,30.0,10.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,yes,no,no,yes,yes,no,yes,no,metal_trusses,un,metal_deck,standing_seam_metal,3,0.3,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,2002,utilities,utilities,utilities,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,yes,utilities
Bowling Green,subEF,36.92,37.12,-86.62,-86.15,36.98987,-86.45286,1.0,no,museum,1.0,1939.0,151.93,isolated,recessed,4.0,3.3,e,10.0,15.6,un,gable,30.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,stone,un,un,wood_plank,wood,yes,30.0,30.0,5.0,5.0,5.0,5.0,30.0,30.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,asphalt,3,0.35,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,2004,museum,museum,museum,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,yes,museum
Bowling Green,subEF,36.92,37.12,-86.62,-86.15,36.990575,-86.446978,19.0,no,residential,2.0,1879.0,265.0,isolated,recessed,8.0,3.5,s,23.0,16.5,un,gable,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,double_leaf,solid_brick_wythe,un,un,un,brick,wood,yes,30.0,30.0,0.0,30.0,30.0,30.0,0.0,30.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,asphalt,3,0.35,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1979,residential,residential,residential,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Bowling Green,subEF,36.92,37.12,-86.62,-86.15,36.986511,-86.443256,4.0,no,residential,2.0,1890.0,225.0,isolated,recessed,8.5,3.5,n,17.0,12.0,0.22,hip,30.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,un,un,un,weatherboard,un,yes,40.0,40.0,20.0,20.0,40.0,40.0,20.0,20.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,asphalt,3,0.35,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1979,residential,residential,residential,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,yes,residential
Bowling Green,subEF,36.92,37.12,-86.62,-86.15,36.98926,-86.45408,19.0,no,museum,3.5,1930.0,1201.0,isolated,recessed,16.0,4.0,e,53.0,120.0,un,gable,45.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,double_leaf,solid_brick_wythe,slab_on_grade,un,un,brick,un,no,20.0,20.0,30.0,30.0,30.0,30.0,20.0,20.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,asphalt,3,0.15,0,1932,yes,building_addition,wind,0.0,0.0,3,yes,un,16.666666666666668,1978,museum,museum,museum,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,yes,museum
Bowling Green,subEF,36.92,37.12,-86.62,-86.15,36.98906,-86.45209,19.0,no,utilities,2.0,1927.0,888.0,isolated,right_on_street,9.0,6.55,s,35.0,25.0,un,flat,0.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_steel,un,double_leaf,solid_brick_wythe,slab_on_grade,un,un,brick,not_applicable,no,40.0,0.0,5.0,15.0,0.0,40.0,5.0,15.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,metal_un,1,0,0,1963,yes,building_addition,wind,0.0,0.0,3,yes,un,16.666666666666668,1978,utilities,utilities,utilities,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,yes,utilities
Bowling Green,subEF,36.92,37.12,-86.62,-86.15,36.986939,-86.454419,19.0,no,educational,4.0,1928.0,1470.0,isolated,recessed,12.7,4.0,e,28.0,81.0,un,gable,30.0,masonry_un,wall_diaphragm_masonry,un,un,single_leaf,masonry_block_unreinforced,un,un,un,not_applicable,un,yes,10.0,10.0,5.0,5.0,5.0,5.0,10.0,10.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,asphalt,2,0.35,0,2017,yes,building_addition,wind ,0.0,0.0,3,yes,un,16.666666666666668,1979,educational,educational,educational,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,yes,educational
Bowling Green,subEF,36.92,37.12,-86.62,-86.15,36.9879,-86.45457,19.0,no,assembly,3.0,1910.0,2400.0,isolated,recessed,15.0,5.0,n,57.06,35.5,un,complex,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,un,double_leaf,solid_brick_wythe,un,un,wooden_panels,brick,un,yes,20.0,10.0,20.0,20.0,20.0,20.0,20.0,10.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,un,1,0,1.5,un,un,un,wind,0.0,0.0,3,yes,un,16.666666666666668,1978,assembly,assembly,assembly,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,yes,assembly
Bowling Green,subEF,36.92,37.12,-86.62,-86.15,36.98583,-86.45194,19.0,no,educational,3.0,1930.0,2300.0,isolated,recessed,10.6,4.0,w,39.0,71.7,un,gable,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,un,single_leaf,masonry_block_unreinforced,un,un,un,stone,not_applicable,no,15.0,20.0,20.0,20.0,20.0,20.0,20.0,15.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,asphalt,1,0,1,un,no,un,wind,0.0,0.0,3,yes,un,16.666666666666668,1978,educational,educational,educational,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,yes,educational
Bowling Green,subEF,36.92,37.12,-86.62,-86.15,36.9877,-86.45166,19.0,no,educational,3.0,1927.0,982.0,isolated,recessed,15.0,4.0,n,19.13,50.04,un,flat,0.0,masonry_un,wall_diaphragm_masonry,un,un,double_leaf,masonry_block_unreinforced,un,un,un,stone,not_applicable,no,10.0,25.0,45.0,45.0,10.0,25.0,45.0,45.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,metal_un,1,0,0,un,no,un,wind,0.0,0.0,3,yes,un,16.666666666666668,1978,educational,educational,educational,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,yes,educational
Bowling Green,subEF,36.92,37.12,-86.62,-86.15,36.987478,-86.451139,19.0,no,educational,3.0,1937.0,2600.0,isolated,recessed,11.0,3.2,n,55.0,76.0,un,flat,0.0,masonry_un,wall_diaphragm_masonry,un,un,double_leaf,masonry_block_unreinforced,un,un,un,stone,not_applicable,no,30.0,40.0,40.0,40.0,30.0,40.0,40.0,40.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,un,1,0.35,0,un,no,un,wind,0.0,0.0,3,yes,un,16.666666666666668,1979,educational,educational,educational,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,yes,educational
Bowling Green,subEF,36.92,37.12,-86.62,-86.15,36.986003,-86.451461,19.0,no,educational,3.0,1928.0,750.0,isolated,recessed,10.6,3.5,s,31.0,23.0,un,flat,0.0,masonry_un,wall_diaphragm_masonry,un,un,un,masonry_block_unreinforced,un,un,un,stone,not_applicable,no,70.0,70.0,70.0,10.0,70.0,70.0,70.0,10.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,un,1,0,1,un,no,un,wind,0.0,0.0,3,yes,un,16.666666666666668,1979,educational,educational,educational,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,yes,educational
Bowling Green,subEF,36.92,37.12,-86.62,-86.15,36.98566,-86.4411,19.0,no,residential,2.0,1851.0,329.33,isolated,recessed,8.6,3.5,n,25.72,16.0,0.4,gable,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,double_leaf,solid_brick_wythe,un,un,un,brick,wood,yes,35.0,15.0,20.0,20.0,35.0,15.0,20.0,20.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,un,dimensional_lumber,asphalt,3,0.35,0,1913,yes,building_addition,wind,0.0,0.0,2,yes,un,16.666666666666668,1978,residential,residential,residential,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Bowling Green,subEF,36.92,37.12,-86.62,-86.15,36.99502,-86.44797,19.0,no,residential,2.0,1904.0,243.03,isolated,recessed,10.6,3.5,s,23.0,11.0,0.3,complex,45.0,un,wall_diaphragm_wood,roof_diaphragm_wood,no,single_leaf,un,un,un,un,stone,wood,yes,20.0,5.0,10.0,5.0,10.0,20.0,5.0,5.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,asphalt,3,0.3,0,un,yes,building_addition,wind,0.0,0.0,2,yes,un,16.666666666666668,1978,residential,residential,residential,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,yes,residential
Bowling Green,subEF,36.92,37.12,-86.62,-86.15,36.99539,-86.44773,19.0,no,residential,2.0,1840.0,489.0294047619048,isolated,recessed,5.3,3.0,un,23.725,20.112380952380953,0.4,gable,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,double_leaf,solid_brick_wythe,un,un,wooden_panels,brick,not_applicable,no,40.0,19.49742268041237,40.0,40.0,22.19406392694064,21.286956521739132,18.54185022026432,18.67234042553191,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,un,1,0.15,0,un,un,un,un,0.1234567901234567,1.5843621399176957,2,yes,un,16.666666666666668,1979,un,un,un,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,no,un
